Company Name,Company id,Count Page View,Count Search,Count Requests,Count Orders,Count Session Id,Total Order Value In Euro,Monetize Amount,Final Points,Groups on Final Points,ClusterPredicted K-means
BNKR (MB Studio),31355,0.000697447,0.009680542,0.009493671,0,0.003442341,0,0,2.589750689,3,0
"BIO-OILS HUELVA, S.L.U.",30480,0.006277026,0.030009681,0,0,0.015490534,0,0,2.588862009,3,0
Nutrochem,21132,0.002231831,0.027105518,0,0,0.022375215,0,0,2.585628228,3,0
Global Trade Links,35774,0.004603152,0.015488867,0.003164557,0,0.018932874,0,0,2.584156102,3,0
SYCHEM S.A.,17439,0.007113963,0.035818006,0,0,0.008605852,0,0,2.576891034,3,0
Beyond Leather Materials ApS,17094,0.000836937,0,0.012658228,0,0,0,0,2.57349241,3,0
DEMIN-SRM GmbH,28219,0.005858558,0.021297193,0,0,0.024096386,0,0,2.562606793,3,0
Helbio S.A.,21395,0.003487237,0.011616651,0,0,0.036144578,0,0,2.562423278,3,0
Castimo Ltd. Şti.,27946,0.002231831,0.011616651,0.006329114,0,0.012048193,0,0,2.560656525,3,0
ATR Futtermittel GmbH & Co. KG,21989,0.005021621,0.020329138,0,0,0.025817556,0,0,2.558415762,3,0
MMC International BV,12498,0.004882131,0.023233301,0.003164557,0,0.010327022,0,0,2.555034134,3,0
Iberia Bioenergy,21148,0.002371321,0.043562439,0,0,0.005163511,0,0,2.554863582,3,0
Regency Organics Ltd,27606,0.002789789,0,0.009493671,0,0.010327022,0,0,2.554574765,3,0
Addisol International LLC,8620,0.003208258,0.035818006,0,0,0.012048193,0,0,2.553722818,3,0
Oerlikon Kaynak Elektrodları ve San. AŞ,24011,0.003068768,0.013552759,0,0,0.034423408,0,0,2.552246759,3,0
Keol,19360,0.003347747,0.028073572,0.003164557,0,0.006884682,0,0,2.54821144,3,0
Algol Chemicals AB,6718,0.005440089,0.030009681,0,0,0.015490534,0,0,2.547015169,3,0
NAP Printers Pvt Ltd,33642,0.003487237,0.004840271,0.006329114,0,0.017211704,0,0,2.542783371,3,0
AgroTrade Tarım İlaçları San. ve Tic. Ltd. Şti.,27179,0.002789789,0.016456922,0.003164557,0,0.018932874,0,0,2.541890658,3,0
AS Kimya,31657,0.005579579,0.016456922,0.006329114,0,0.003442341,0,0,2.539764841,3,0
Eurogalva,7041,0.000139489,0,0.012658228,0,0,0,0,2.538620043,3,0
AtlanticApex Unp Lda,32310,0.007253452,0.019361084,0,0,0.024096386,0,0,2.535546106,3,0
LAPEX Endustriyel Urunler San. ve Tic. A.S.,31119,0.009485284,0.020329138,0,0,0.020654045,0,0,2.523423352,3,0
Adam International Engineering Materials trading Co.ltd.,25394,0.001255405,0.007744434,0.009493671,0,0.003442341,0,0,2.520843162,3,0
SC Glorious Lighting SRL,25787,0.006416516,0.031945789,0,0,0.012048193,0,0,2.520524864,3,0
TG s.r.l.,32678,0.004742642,0.001936108,0.003164557,0,0.030981067,0,0,2.515902266,3,0
Heiltropfen Lab. LLP,28903,0.004603152,0.017424976,0.003164557,0,0.015490534,0,0,2.508844484,3,0
Nuno Lemos,26122,0.004324174,0.040658277,0,0,0.005163511,0,0,2.507298079,3,0
Elbtal Plastics GmbH,20488,0.002092342,0.010648596,0.006329114,0,0.012048193,0,0,2.505279341,3,0
TNL18,8190,0.003347747,0.011616651,0.003164557,0,0.022375215,0,0,2.499892039,3,0
Clean Easy M. Hewel Chemie,13983,0.005998047,0.026137464,0.003164557,0,0.005163511,0,0,2.497862494,3,0
NL Group,31782,0.002929279,0.010648596,0,0,0.036144578,0,0,2.486122674,3,0
"WOOJIN COPOLYMER CO.,LTD.",7809,0.022039336,0.008712488,0,0,0.018932874,0,0,2.484234914,3,0
Erkut Endüstriyel A.Ş.,23607,0.004184684,0.024201355,0.003164557,0,0.008605852,0,0,2.482505958,3,0
Kalkhome VOF,17985,0.002371321,0.011616651,0.006329114,0,0.010327022,0,0,2.481572478,3,0
Angara Service LLC,35280,0.003905705,0.031945789,0,0,0.013769363,0,0,2.481042863,3,0
Gremolith AG,17663,0.004324174,0.003872217,0.009493671,0,0.003442341,0,0,2.480670735,3,0
JAKPAT DIFFUSION,25525,0.005440089,0.013552759,0.006329114,0,0.005163511,0,0,2.473640756,3,0
"ANSA POLYMERS LTD.,",28338,0.005021621,0.035818006,0,0,0.008605852,0,0,2.472273933,3,0
Kosmetikal srl,32707,0.006974473,0.006776379,0.006329114,0,0.010327022,0,0,2.469716549,3,0
EXTRACO SA,36031,0.004184684,0.034849952,0,0,0.010327022,0,0,2.468082901,3,0
Pharmakon AB,31894,0.007253452,0.011616651,0.006329114,0,0.005163511,0,0,2.467503489,3,0
NJBushing,20968,0.002371321,0.000968054,0.006329114,0,0.020654045,0,0,2.465493781,3,0
HanseGrand Agrar,34619,0.003905705,0.03678606,0,0,0.008605852,0,0,2.464880856,3,0
SC VERNICOLOR SA,27475,0.002789789,0.012584705,0.006329114,0,0.008605852,0,0,2.464840089,3,0
Volzhsky Orgsynthese JSC,22177,0.003905705,0,0.003164557,0,0.032702238,0,0,2.463308524,3,0
Kmetija Kreft,34236,0.004742642,0.023233301,0.003164557,0,0.008605852,0,0,2.462001141,3,0
Ecofirma International,24581,0.003068768,0.035818006,0,0,0.010327022,0,0,2.460689825,3,0
Therna (KANAT paints & coatings),8510,0.00516111,0.016456922,0,0,0.027538726,0,0,2.457837913,3,0
STANNOL GmbH & Co. KG,21386,0.002929279,0.007744434,0.003164557,0,0.025817556,0,0,2.457474816,3,0
Mimaki Europe,33673,0.005719068,0.013552759,0.003164557,0,0.017211704,0,0,2.457087949,3,0
Tartu Terminal AS,34488,0.006137537,0.009680542,0.003164557,0,0.020654045,0,0,2.456517566,3,0
Sydney Chemical Solutions,27797,0.006277026,0.029041626,0,0,0.013769363,0,0,2.454400779,3,0
"Greenkeeper Iberia, S.L.",25934,0.006277026,0.029041626,0,0,0.013769363,0,0,2.454400779,3,0
Beconfident International AB,35602,0.004045195,0.020329138,0.003164557,0,0.012048193,0,0,2.454037682,3,0
Atex d.o.o. Sarajevo,17149,0.001394895,0.009680542,0.009493671,0,0,0,0,2.452506017,3,0
Elephant Refinery,34040,0.009066815,0.013552759,0.003164557,0,0.013769363,0,0,2.452358271,3,0
VyP Asesores,27866,0.006695494,0.003872217,0.003164557,0,0.025817556,0,0,2.452174756,3,0
RENOLIT SE,13966,0.001255405,0.002904163,0.009493671,0,0.006884682,0,0,2.450946649,3,0
Chemland,8141,0.003905705,0.026137464,0,0,0.018932874,0,0,2.448802159,3,0
UNNOX IBERICA S.L.U.,28259,0.004742642,0.033881897,0,0,0.010327022,0,0,2.447578085,3,0
Utastile International Trading CO,27226,0.006556005,0.009680542,0,0,0.032702238,0,0,2.446939233,3,0
BELGAVET,34295,0.003068768,0.040658277,0,0,0.005163511,0,0,2.444527818,3,0
Aerospace reliance,32051,0.001115916,0.002904163,0.009493671,0,0.006884682,0,0,2.443972175,3,0
ECOFRIEND RECYCLING SRL,18217,0.004324174,0.044530494,0,0,0,0,0,2.442733362,3,0
ITW Imagedata Limited,17177,0.001813363,0.003872217,0.009493671,0,0.005163511,0,0,2.441188733,3,0
pintsur,17909,0.002092342,0.008712488,0.009493671,0,0,0,0,2.438975674,3,0
AVANTOR PERFORMANCE MATERIALS,20309,0.006277026,0.033881897,0,0,0.008605852,0,0,2.438238773,3,0
SAS DIEX,403,0.004603152,0.006776379,0.006329114,0,0.012048193,0,0,2.43720902,3,0
Cryo Pur,29750,0.008648347,0.006776379,0.003164557,0,0.020654045,0,0,2.436849956,3,0
Joanne Marsden Ltd,30803,0.003068768,0.004840271,0.006329114,0,0.015490534,0,0,2.435801431,3,0
"UAB ""Dasta""",19518,0.005579579,0.024201355,0,0,0.018932874,0,0,2.435690419,3,0
CHRYSO ADITIVOS,30819,0.003487237,0.034849952,0,0,0.010327022,0,0,2.433210534,3,0
Baubiologisch Gesund Wohnen,27887,0.005719068,0.022265247,0,0,0.020654045,0,0,2.431917991,3,0
SUGRO AG,35382,0.005440089,0.005808325,0.006329114,0,0.012048193,0,0,2.43065315,3,0
ETH Zürich,22002,0.003068768,0.011616651,0.006329114,0,0.008605852,0,0,2.430386326,3,0
Centrient Pharmaceuticals,25135,0.00516111,0.013552759,0.003164557,0,0.017211704,0,0,2.429190055,3,0
Akiva Liquideo,6497,0.002929279,0.004840271,0.006329114,0,0.015490534,0,0,2.428826958,3,0
Dow Europe GMBH,10800,0.0053006,0.032913843,0,0,0.010327022,0,0,2.427073268,3,0
C. Hasse & Sohn,23033,0.005021621,0.000968054,0.006329114,0,0.017211704,0,0,2.425891737,3,0
HYDROGEO Srl,28306,0.007532431,0.014520813,0.003164557,0,0.013769363,0,0,2.424041774,3,0
AMAR BIOLIFE,20631,0.00251081,0.015488867,0.006329114,0,0.005163511,0,0,2.423982235,3,0
Palace Chemicals Ltd,16101,0.005579579,0.010648596,0.006329114,0,0.006884682,0,0,2.421465617,3,0
Commarca SAS,34073,0.005998047,0.003872217,0.003164557,0,0.025817556,0,0,2.417302389,3,0
Vantaggio FZE,3056,0.002371321,0,0.006329114,0,0.020654045,0,0,2.417091071,3,0
EWAG mbH,35416,0.003766216,0.010648596,0.006329114,0,0.008605852,0,0,2.416855982,3,0
SafeRock AS,10045,0.006834984,0.011616651,0.003164557,0,0.017211704,0,0,2.416078315,3,0
Aldar Medikal,33654,0.006277026,0.008712488,0.003164557,0,0.020654045,0,0,2.415089329,3,0
SBN Trading Co.,27357,0.0026503,0.004840271,0.006329114,0,0.015490534,0,0,2.414878011,3,0
H.G. HAIR GLOSS SRL,34164,0.003626726,0.037754114,0,0,0.006884682,0,0,2.4132761,3,0
"DECORPRINT, S.A.",30607,0.003905705,0.027105518,0,0,0.017211704,0,0,2.411146349,3,0
Water Treatment Products Ltd.,82,0.008369368,0.017424976,0,0,0.022375215,0,0,2.408477953,3,0
ITALFOOD DI BALSAMINI,30189,0.007253452,0.027105518,0,0,0.013769363,0,0,2.406416672,3,0
Kontur,16734,0.001534384,0.039690223,0,0,0.006884682,0,0,2.405464419,3,0
mydibel,31584,0.001255405,0.041626331,0,0,0.005163511,0,0,2.402262374,3,0
Pascon Agro,34757,0.004184684,0.011616651,0.006329114,0,0.006884682,0,0,2.400123593,3,0
Peter-Lacke U.S.,33194,0.001394895,0.039690223,0,0,0.006884682,0,0,2.398489946,3,0
Nanto Protective Coating Srl,20603,0.001255405,0.008712488,0.009493671,0,0,0,0,2.397128833,3,0
Lamire' Cosmetics GmbH,30700,0.009624773,0.034849952,0,0,0.003442341,0,0,2.395853286,3,0
Çağdaş Boya ve Kimya San. Ve Tic. A.Ş.,6508,0.002371321,0.005808325,0.009493671,0,0.00172117,0,0,2.393775009,3,0
Sisa Mosaic Pvt Ltd,34270,0.004184684,0.03678606,0,0,0.006884682,0,0,2.392771283,3,0
Blaser Swisslube,28656,0.0026503,0.034849952,0,0,0.010327022,0,0,2.391363694,3,0
NutraSBio,18681,0.004184684,0.009680542,0.006329114,0,0.008605852,0,0,2.389376692,3,0
Longbloom ip b.v.,10923,0.001952853,0.025169409,0,0,0.020654045,0,0,2.38881534,3,0
Isomat d.o.o.,2180,0.003208258,0.013552759,0,0,0.030981067,0,0,2.387104193,3,0
Enva Uk Ltd,1056,0.001534384,0.017424976,0.006329114,0,0.003442341,0,0,2.385907822,3,0
VOUREY PLASTIQUE,24237,0.002929279,0.012584705,0.006329114,0,0.006884682,0,0,2.385756043,3,0
"J.A. Fibertex Ibérica, S.L.",32068,0.003068768,0.006776379,0,0,0.037865749,0,0,2.385544825,3,0
APLICLOR WATER SOLUTIONS,1494,0.009624773,0.001936108,0,0,0.036144578,0,0,2.385273003,3,0
BIO PAK Nutraceuticals Contract Manufacturing Ltd.,28136,0.003487237,0.033881897,0,0,0.010327022,0,0,2.384807824,3,0
Enertime,16996,0.004184684,0.013552759,0.003164557,0,0.017211704,0,0,2.380368741,3,0
Genta Genel Tarım Paz. A.Ş.,25065,0.005021621,0.021297193,0.003164557,0,0.008605852,0,0,2.379144667,3,0
Neoflex,6473,0.001255405,0.004840271,0.009493671,0,0.003442341,0,0,2.37563503,3,0
Dhara commercial co,26002,0.0053006,0.038722168,0,0,0.003442341,0,0,2.373255452,3,0
Energo-Chem Sp. z o.o.,18674,0.005579579,0.022265247,0.003164557,0,0.006884682,0,0,2.369386751,3,0
izole kiremit,27842,0.005021621,0.019361084,0.003164557,0,0.010327022,0,0,2.368397766,3,0
Bonaiti spa,34058,0.010043242,0.012584705,0.003164557,0,0.012048193,0,0,2.366718355,3,0
Christinemor srl,34714,0.0079509,0.029041626,0,0,0.010327022,0,0,2.365977421,3,0
Scotmas Limited,173,0.0026503,0.010648596,0.006329114,0,0.008605852,0,0,2.361060195,3,0
L.A. Hemija,9903,0.003626726,0.000968054,0.006329114,0,0.017211704,0,0,2.356147002,3,0
Next Lubricants bv,33570,0.008648347,0.028073572,0,0,0.010327022,0,0,2.352447077,3,0
OQEMA d.o.o.,4612,0.004882131,0.023233301,0,0,0.018932874,0,0,2.352415341,3,0
Adikem Sdn Bhd,2652,0.01046171,0.019361084,0,0,0.017211704,0,0,2.351724916,3,0
Wellprex d.o.o.,34936,0.005998047,0.014520813,0.003164557,0,0.013769363,0,0,2.347322566,3,0
Duexpim S.L.,28718,0.006137537,0.033881897,0,0,0.006884682,0,0,2.345205779,3,0
UAB Analytical Solutions,16470,0.00251081,0.030009681,0.003164557,0,0.00172117,0,0,2.344994461,3,0
Arkem Kimya San ve Tic As,33283,0.005021621,0.028073572,0,0,0.013769363,0,0,2.343227808,3,0
Profline UAB,35110,0.005579579,0.025169409,0.003164557,0,0.003442341,0,0,2.342477843,3,0
ANTOFENOL,24961,0.003208258,0.015488867,0.003164557,0,0.015490534,0,0,2.342294328,3,0
Aroma Trading Ltd,31612,0.004463663,0.003872217,0.003164557,0,0.025817556,0,0,2.340583181,3,0
Foodsupporters,32014,0.008508858,0.013552759,0.003164557,0,0.012048193,0,0,2.338401858,3,0
Roni Chemicals SRL,30977,0.004742642,0.002904163,0.006329114,0,0.013769363,0,0,2.336631171,3,0
Wydo NBD / Royal Van Wijhe Verf,25082,0.000836937,0.000968054,0.009493671,0,0.006884682,0,0,2.333217808,3,0
Scania CV,32639,0.004603152,0.030009681,0,0,0.012048193,0,0,2.333051289,3,0
Nemr Foam,33626,0.004045195,0.011616651,0,0,0.030981067,0,0,2.332145612,3,0
Loba Feinchemie GmbH,20355,0.002789789,0.017424976,0.003164557,0,0.013769363,0,0,2.332117809,3,0
COLTECH,29768,0.005440089,0.022265247,0,0,0.018932874,0,0,2.331910524,3,0
ubceurogroup sl,31132,0.007253452,0.029041626,0,0,0.010327022,0,0,2.331105054,3,0
SMART PLAST SOLUTIONS SRL,32449,0.001394895,0.001936108,0.009493671,0,0.005163511,0,0,2.323459892,3,0
Eberspächer catem GmbH & Co KG,30048,0.006416516,0.019361084,0,0,0.020654045,0,0,2.321582226,3,0
COLABITOIL PRODUKTION AB,30092,0.002371321,0.031945789,0,0,0.012048193,0,0,2.318265135,3,0
Promarket Tasarım ve Teknoloji A.Ş.,13379,0.01046171,0.007744434,0.003164557,0,0.015490534,0,0,2.317745262,3,0
Dolar Kimya,24954,0.004324174,0.008712488,0.003164557,0,0.020654045,0,0,2.317446701,3,0
LAB SCIENCE ApS,22541,0.003626726,0.027105518,0,0,0.015490534,0,0,2.311138883,3,0
Godfrey & Wing GmbH,28832,0.003905705,0.031945789,0,0,0.010327022,0,0,2.308925823,3,0
Zidac Laboratories LTD,4344,0.002929279,0.032913843,0,0,0.010327022,0,0,2.308507219,3,0
Grifols,15428,0.004324174,0.028073572,0,0,0.013769363,0,0,2.308355441,3,0
ALDODEI 1946 di Giacomo Bertolio,33015,0.009345794,0.015488867,0.003164557,0,0.008605852,0,0,2.30493708,3,0
Inabata France S.A.S.,19884,0.003347747,0.042594385,0,0,0,0,0,2.297106627,3,0
Izopanel Sp. z o.o.,30719,0.006556005,0.005808325,0.003164557,0,0.020654045,0,0,2.283830144,3,0
John Cockerill,28894,0.003208258,0.012584705,0.003164557,0,0.017211704,0,0,2.283144716,3,0
AD COLOUR LTD,16714,0.002092342,0.022265247,0.003164557,0,0.008605852,0,0,2.281083435,3,0
Timur Levante SL,18664,0.005021621,0.013552759,0.006329114,0,0.00172117,0,0,2.280600296,3,0
Nevex,18691,0.004742642,0.015488867,0.006329114,0,0,0,0,2.27739825,3,0
IMCD Benelux BV,16763,0.003766216,0.016456922,0.006329114,0,0,0,0,2.276979647,3,0
Green Logix Biogas,34269,0.003766216,0.034849952,0,0,0.006884682,0,0,2.275042442,3,0
Sioen Industries,24817,0.002929279,0.021297193,0.003164557,0,0.008605852,0,0,2.274527565,3,0
ENECA,18381,0.008648347,0.03678606,0,0,0,0,0,2.271720353,3,0
LAVANOVA S.R.L.,30239,0.007113963,0.034849952,0,0,0.003442341,0,0,2.270312764,3,0
BCK Alliance Partners Inc,29381,0.004045195,0.015488867,0,0,0.025817556,0,0,2.267580895,3,0
House of Mistry,23362,0.005998047,0.014520813,0.003164557,0,0.012048193,0,0,2.261264047,3,0
Fabrica Maiastra SRL,25527,0.00251081,0.035818006,0,0,0.006884682,0,0,2.260674891,3,0
Ha-Be Betonchemie GmbH,3483,0.002371321,0.013552759,0,0,0.029259897,0,0,2.259198832,3,0
Sunny Pharmacy Limited,1572,0.005579579,0.030977735,0,0,0.008605852,0,0,2.258158274,3,0
Prebona AB,19563,0.003208258,0.009680542,0.006329114,0,0.006884682,0,0,2.254496858,3,0
Carbon Air Limited,21134,0.002231831,0.010648596,0.006329114,0,0.006884682,0,0,2.254078255,3,0
USTOP UNIPESSOAL LDA,33612,0.002929279,0.017424976,0.003164557,0,0.012048193,0,0,2.253033763,3,0
Destek ApS,23392,0.003626726,0.024201355,0,0,0.017211704,0,0,2.251989271,3,0
EVOL KIMYA,24836,0.004324174,0.009680542,0,0,0.030981067,0,0,2.249289138,3,0
DISTRIBUIDORA QUIMICA SA DE CV,15426,0.004603152,0.011616651,0.006329114,0,0.003442341,0,0,2.248929974,3,0
Danwatec,2301,0.006974473,0.024201355,0,0,0.013769363,0,0,2.247259594,3,0
COSMETIC TSATSOS GEORGIOS,10485,0.002789789,0.017424976,0.003164557,0,0.012048193,0,0,2.246059289,3,0
Lackfabrik J. Albrecht GmbH & Co. KG,31222,0.005858558,0.006776379,0.006329114,0,0.006884682,0,0,2.241803722,3,0
Bechem Lubrication Technology,178,0.001255405,0.003872217,0.009493671,0,0.00172117,0,0,2.2411738,3,0
Laytech Srl,20883,0.000697447,0.000968054,0.009493671,0,0.005163511,0,0,2.240184814,3,0
ARGUK-Umweltlabor GmbH,34529,0.00251081,0.004840271,0.006329114,0,0.012048193,0,0,2.235786498,3,0
Harold Scholz & Co. Gmbh,129,0.003208258,0.027105518,0.003164557,0,0.00172117,0,0,2.234658696,3,0
NSL OilChem Waste Management,31811,0.003905705,0.033881897,0,0,0.006884682,0,0,2.233614204,3,0
UAB SSF,21790,0.001534384,0.01839303,0.003164557,0,0.012048193,0,0,2.231691739,3,0
Novartis Pharma SPA,33837,0.004184684,0.011616651,0.006329114,0,0.003442341,0,0,2.228006554,3,0
Bredox B.V.,9906,0.003626726,0.008712488,0.006329114,0,0.006884682,0,0,2.227017568,3,0
JF Amonn Srl - Color Division,31583,0.003905705,0.019361084,0.003164557,0,0.008605852,0,0,2.226543458,3,0
Goebel Capital GmbH,23818,0.002789789,0.034849952,0,0,0.006884682,0,0,2.226221128,3,0
INTECTIV d.o.o.,21064,0.004184684,0.030009681,0,0,0.010327022,0,0,2.226069349,3,0
Silocon FZE,22044,0.004324174,0.015488867,0.003164557,0,0.012048193,0,0,2.225973076,3,0
Danish Graphene ApS,29651,0.003766216,0.012584705,0.003164557,0,0.015490534,0,0,2.22498409,3,0
SARZYNA CHEMICAL sp. z o.o.,35322,0.003347747,0.010648596,0.006329114,0,0.005163511,0,0,2.223815523,3,0
Rohrer & Klingner KG,20732,0.001952853,0.01839303,0,0,0.024096386,0,0,2.222113406,3,0
SETEK A.S,32567,0.004045195,0.014520813,0,0,0.025817556,0,0,2.219178185,3,0
Schloetter Co Ltd,33979,0.004184684,0.015488867,0.003164557,0,0.012048193,0,0,2.218998603,3,0
EPC Elreha Leiterplattentechnik GmbH,23703,0.002092342,0.031945789,0,0,0.010327022,0,0,2.218257668,3,0
JUCLAS,31097,0.007253452,0.031945789,0,0,0.005163511,0,0,2.218137626,3,0
Pinheiro & Pinheiro Lda.,31170,0.006834984,0.014520813,0.003164557,0,0.010327022,0,0,2.217052367,3,0
Jaddy-Carry,33143,0.005858558,0.015488867,0.003164557,0,0.010327022,0,0,2.216633764,3,0
"CS FINE CO., LTD",25638,0.006974473,0.01839303,0,0,0.018932874,0,0,2.21501889,3,0
"MAD MASTER, OOO",33951,0.004045195,0.021297193,0,0,0.018932874,0,0,2.213763079,3,0
SIA STENDERS,14381,0.011438136,0.024201355,0,0,0.008605852,0,0,2.212267184,3,0
Resin Bound Surfaces Group Materials Limited,1231,0.003905705,0.014520813,0,0,0.025817556,0,0,2.212203711,3,0
Coton Farms,25488,0.003766216,0.007744434,0,0,0.032702238,0,0,2.210644343,3,0
Resin Tanking & Tiling LTD,20180,0.008090389,0.009680542,0.003164557,0,0.013769363,0,0,2.209926115,3,0
Salmero,20974,0.00251081,0.014520813,0.006329114,0,0.00172117,0,0,2.203462485,3,0
Reagens UK,31158,0.005021621,0.012584705,0.003164557,0,0.013769363,0,0,2.201695831,3,0
Lamberti,24086,0.006137537,0.022265247,0,0,0.015490534,0,0,2.194665852,3,0
Biovert,28168,0.001813363,0.030009681,0,0,0.012048193,0,0,2.19356182,3,0
Voestalpine Stahl Gmbh,32679,0.006137537,0.016456922,0.003164557,0,0.008605852,0,0,2.192926902,3,0
SUFAGRO,33220,0.003626726,0.015488867,0.003164557,0,0.012048193,0,0,2.191100709,3,0
Gesta d.o.o.,18744,0.002231831,0.014520813,0.006329114,0,0.00172117,0,0,2.189513538,3,0
NBG CHEMICAL,22253,0.002371321,0.024201355,0,0,0.017211704,0,0,2.18921901,3,0
Uab Norvelita,31834,0.003068768,0.025169409,0,0,0.015490534,0,0,2.186435568,3,0
GDA Sp. z o.o.,32633,0.004742642,0.006776379,0.006329114,0,0.006884682,0,0,2.186007934,3,0
Techno Prodcom Activ SRL,7530,0.002929279,0.006776379,0.006329114,0,0.008605852,0,0,2.1813983,3,0
Permacol B.V.,36202,0.005440089,0.020329138,0.003164557,0,0.005163511,0,0,2.179548337,3,0
NATURPRO,30871,0.003905705,0,0,0,0.039586919,0,0,2.174631211,3,0
Global Chemical Resources Ltd,20884,0.002789789,0.006776379,0.006329114,0,0.008605852,0,0,2.174423826,3,0
"DESARROLLO AGRÍCOLA Y MINERO, SA",23893,0.003766216,0.024201355,0,0,0.015490534,0,0,2.172905224,3,0
G9 Chemicals Ltd,30184,0.006974473,0.026137464,0,0,0.010327022,0,0,2.171947975,3,0
Chemische Fabrik Budenheim KG,19758,0.004045195,0.029041626,0,0,0.010327022,0,0,2.170692165,3,0
"AKVATERA LT, UAB",23121,0.004882131,0.021297193,0,0,0.017211704,0,0,2.1695514,3,0
Global Phosphorus Solutions Inc.,12559,0.003905705,0.022265247,0,0,0.017211704,0,0,2.169132797,3,0
Monger Industry,31326,0.004603152,0.004840271,0.006329114,0,0.008605852,0,0,2.16828656,3,0
Tampere University,28951,0.008508858,0.019361084,0,0,0.015490534,0,0,2.168023768,3,0
Geopolis d.o.o.,29573,0.004603152,0.017424976,0.003164557,0,0.008605852,0,0,2.164610404,3,0
DDC Dolphin Ltd,35124,0.003068768,0.009680542,0.006329114,0,0.005163511,0,0,2.161463865,3,0
Mobi Sp. z o.o.,30751,0.007253452,0.029041626,0,0,0.006884682,0,0,2.158988014,3,0
Savoy International,19897,0.00251081,0.025169409,0,0,0.015490534,0,0,2.158537674,3,0
Arkray,34452,0.001673874,0.011616651,0.003164557,0,0.017211704,0,0,2.158022798,3,0
Gowardhan enterprises,34432,0.003487237,0.002904163,0.003164557,0,0.024096386,0,0,2.157300637,3,0
Klacsán Team Kft.,24321,0.004184684,0.025169409,0,0,0.013769363,0,0,2.156172836,3,0
Groupe CIOA,33501,0.003208258,0.020329138,0.003164557,0,0.006884682,0,0,2.154015282,3,0
Umbragroup,27297,0.003766216,0.020329138,0,0,0.018932874,0,0,2.151411422,3,0
Neele-Vat Services BV,32116,0.00516111,0.030977735,0,0,0.006884682,0,0,2.151176334,3,0
EMIL OTTO Flux- u. Oberflächentechnik GmbH,30274,0.006416516,0.019361084,0,0,0.017211704,0,0,2.149465187,3,0
"Alimentos Iberandalus, S.L",23951,0.003208258,0.011616651,0.003164557,0,0.015490534,0,0,2.148683486,3,0
MORAFLOR,34232,0.004463663,0.012584705,0,0,0.025817556,0,0,2.143296184,3,0
IN-K NET S.r.l.,6179,0.00251081,0.008712488,0.003164557,0,0.018932874,0,0,2.140720027,3,0
LATRO KİMYA,33085,0.007392942,0.010648596,0.003164557,0,0.012048193,0,0,2.137397939,3,0
YSB TEKNIK ENDUSTRIYEL BANT,17410,0.006277026,0.026137464,0,0,0.010327022,0,0,2.137075608,3,0
Ceragês,24965,0.002371321,0.030009681,0,0,0.010327022,0,0,2.135401194,3,0
Rudolf Achenbach GmbH & Co KG.,28764,0.00516111,0.020329138,0,0,0.017211704,0,0,2.135097636,3,0
Arkema Coating Resins,24704,0.001952853,0.012584705,0.003164557,0,0.015490534,0,0,2.134315936,3,0
Pollet,4912,0.001673874,0.020329138,0,0,0.020654045,0,0,2.13285284,3,0
JM Wholesale Ltd.,35284,0.003626726,0.012584705,0.003164557,0,0.013769363,0,0,2.131951097,3,0
JMP CARAIBE,28677,0.003766216,0.016456922,0,0,0.022375215,0,0,2.129917619,3,0
VesCoLub BV,23979,0.008927326,0.016456922,0,0,0.017211704,0,0,2.129797577,3,0
Resimac,12210,0.003068768,0.003872217,0.006329114,0,0.010327022,0,0,2.129223161,3,0
PRAEVIDEO LLC,17723,0.004742642,0.025169409,0.003164557,0,0,0,0,2.128513963,3,0
D.I.A. Disstillerie Italiane Aromatici srl,27208,0.004324174,0.026137464,0,0,0.012048193,0,0,2.1254915,3,0
DAG agencsy s r.o.,13471,0.003347747,0.027105518,0,0,0.012048193,0,0,2.125072896,3,0
HOEHLE-medical,31593,0.007532431,0.028073572,0,0,0.006884682,0,0,2.12453425,3,0
Fochem International (Pty) Ltd,27836,0.002929279,0.009680542,0.003164557,0,0.017211704,0,0,2.123987638,3,0
JSC Olaine chemical plant BIOLAR,29406,0.004184684,0.034849952,0,0,0.003442341,0,0,2.123848822,3,0
DECROMLUX SL,19398,0.000557958,0.003872217,0.009493671,0,0,0,0,2.120242913,3,0
"API-Additves for Paper Industry GmbH, Stefan Bocskor",31831,0.006556005,0.020329138,0,0,0.015490534,0,0,2.118783851,3,0
GVK Coating Technology OY,6005,0.000697447,0.001936108,0.009493671,0,0.00172117,0,0,2.116470485,3,0
Chalk Copenhagen,29712,0.004045195,0.013552759,0.003164557,0,0.012048193,0,0,2.115218708,3,0
BestChem GmbH,25387,0.008369368,0,0.006329114,0,0.008605852,0,0,2.114583789,3,0
Schnell Ridwan Enterprise,8649,0.001394895,0.002904163,0.009493671,0,0,0,0,2.113687043,3,0
Biomedical Pharma Srl,35433,0.004463663,0.003872217,0.006329114,0,0.008605852,0,0,2.112909376,3,0
Trade Chemicals Europe BV,29252,0.007253452,0.012584705,0,0,0.022375215,0,0,2.110668613,3,0
SABO,31162,0.006416516,0.014520813,0.003164557,0,0.008605852,0,0,2.110070427,3,0
SIA ''Creative Cosmetics'',19554,0.002231831,0.007744434,0.006329114,0,0.006884682,0,0,2.108870123,3,0
